 0        0          119    79   150
 PPSRP    SSRRR        0     1     0
 PPSR     PSSS         1     0     1
 PPSRP    SSSPP        3     1     0
 PPSRP    SSSPS        1     1     1
 PPS      RRP          2     0     0
 PPSRR    PPSSS        1     0     0
 PPSRR    PSSPR        1     0     0
 PPSRR    PSSRP        1     0     2
 PPSRR    PSSSP        0     0     1
 PPS      RRR          1     1     1
 PPSR     RRPP         1     1     0
 PPSRR    RRPPP        1     0     0
 PPSR     RRRS         0     0     1
 PPSRR    RRSPP        2     0     0
 PPSRR    RRSPS        0     1     0
 PPSRR    RRSRR        0     1     0
 PPSR     RRSP         3     1     1
 PPSR     RRSR         1     1     2
 PPSRR    RSRRP        0     0     1
 PPSRR    RSRRS        0     1     0
 PPSRR    RSRSR        0     0     1
 PPSRR    RSSPS        2     0     0
 PPS      RRS         11    11     7
 PPSR     RSRR         2     0     0
 PPSR     RSRS         1     0     0
 PPSR     RSSP         2     0     4
 PPSR     RSSR         0     1     4
 PPSRR    SSRPS        1     0     0
 PPSRR    SSRSR        0     1     0
 PPSR     RSSS         0     3     0
 PPSRR    SSSPP        0     3     0
 PPSRR    SSSPS        3     2     0
 PPSRR    SSSSP        1     0     0
 PPS      RSP          0     0     1
 PPSR     SPPR         0     0     1
 PPSRS    PPSRR        0     0     1
 PPSR     SPSP         0     1     0
 PPSRS    PSPSP        0     0     1
 PPSRS    PSSRP        3     0     0
 PPS      RSR          3     1     0
 PPSRS    RRPPS        1     0     0
 PPSRS    RRSPP        0     1     0
 PPSRS    RRSRP        0     0     1
 PPSR     SRSR         0     0     1
 PPSRS    RSSRR        1     0     0
 PPSRS    RSSSP        0     0     1
 PPSRS    RSSSR        0     2     0
 PPS      RSS         14     6     9
 PPSR     SSPP         0     1     0
 PPSRS    SPSPS        0     0     1
 PPSR     SSRP         1     0     0
 PPSR     SSRR         0     0     1
 PPSR     SSRS         1     0     0
 PPSR     SSSP         8     4     8
 PPSRS    SSPPP        0     1     0
 PPSR     SSSR         0     1     0
 PPSR     SSSS         1     0     0
 PPSRS    SSSPS        0     0     4
 PPSRS    SSSRS        0     1     0
 PP       SS          57    64   205
 PPS      SPP          1     0     0
 PPSS     PPSP         0     1     0
 PPSS     PPSR         1     1     0
 PPSSP    PSSPP        0     0     1
 PPSSP    PSSRP        0     0     1
 PPSSP    PSSRR        2     0     0
 PPSSP    PSSSP        0     0     1
 PPSS     PRPS         1     0     0
 PPSS     PRRS         1     0     0
 PPSSP    RRSPR        1     0     0
 PPSS     PRSR         1     0     0
 PPSSP    RSSPP        0     1     1
